modelo,parametros,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia,salida,acierto,costo_usd,timestamp
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-05""}",1,92,3,0,0.5923,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.275956
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-06""}",1,99,5,0,0.5549,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.276263
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-07""}",1,95,3,0,0.5315,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.276570
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-08""}",1,106,5,0,0.4689,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.276881
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-09""}",1,98,5,0,0.556,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.277188
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-10""}",1,98,5,0,0.5334,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.277496
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-01""}",2,89,5,0,0.4963,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.277806
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-02""}",2,106,5,0,0.6414,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.278213
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-03""}",2,103,3,0,0.5126,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.278584
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-04""}",2,100,5,0,0.5475,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.278893
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-05""}",2,92,3,0,0.6159,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.279201
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-06""}",2,99,5,0,0.4777,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.279509
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-07""}",2,95,3,0,0.4909,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.279817
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-08""}",2,106,5,0,0.4303,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.280125
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-09""}",2,98,5,0,0.5205,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.280432
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-10""}",2,98,5,0,0.4686,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.280740
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-01""}",3,89,5,0,0.4827,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.281048
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-02""}",3,106,5,0,0.6033,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.281354
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-03""}",3,103,3,0,0.4691,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.281661
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-04""}",3,100,5,0,0.5014,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.281968
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-05""}",3,92,3,0,0.5962,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.282275
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-06""}",3,99,5,0,0.5518,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.282582
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-07""}",3,95,3,0,0.5602,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.282888
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-08""}",3,106,5,0,0.4147,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.283197
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-09""}",3,98,5,0,0.4981,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.283665
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-10""}",3,98,5,0,0.57,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.283977
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-01""}",4,89,5,0,0.4789,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.284286
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-02""}",4,106,5,0,0.6357,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.284594
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-03""}",4,103,3,0,0.5094,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.284902
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-04""}",4,100,5,0,0.5319,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.285219
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-05""}",4,92,3,0,0.6454,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.285527
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-06""}",4,99,5,0,0.4779,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.285835
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-07""}",4,95,3,0,0.4769,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.286141
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-08""}",4,106,5,0,0.4332,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.286448
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-09""}",4,98,5,0,0.6675,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.286760
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-10""}",4,98,5,0,0.6747,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.287069
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-01""}",5,89,5,0,0.5046,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.287432
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-02""}",5,106,5,0,0.6,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.287748
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-03""}",5,103,3,0,0.4628,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.288075
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-04""}",5,100,5,0,0.596,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.288382
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-05""}",5,92,3,0,0.6354,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.288747
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-06""}",5,99,5,0,0.4885,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.289071
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-07""}",5,95,3,0,0.5031,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.289451
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-08""}",5,106,5,0,0.5325,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.289816
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-09""}",5,98,5,0,0.5058,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.290234
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.0, ""top_p"": 1.0, ""caso"": ""CASE-10""}",5,98,5,0,0.6081,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.290646
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-01""}",1,89,5,0,0.5004,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.291457
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-02""}",1,106,5,0,0.6567,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.291859
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-03""}",1,103,3,0,0.5306,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.292186
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-04""}",1,100,5,0,0.4851,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.292509
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-05""}",1,92,3,0,0.6535,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.292831
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-06""}",1,99,5,0,0.4965,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.293150
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-07""}",1,95,3,0,0.4605,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.293470
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-08""}",1,106,5,0,0.4926,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.293792
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-09""}",1,98,5,0,0.485,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.294112
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-10""}",1,98,5,0,0.5726,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.294432
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-01""}",2,89,5,0,0.4617,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.294751
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-02""}",2,106,5,0,0.5997,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.295069
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-03""}",2,103,3,0,0.4951,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.295389
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-04""}",2,100,5,0,0.4874,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.295708
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-05""}",2,92,3,0,0.6179,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.296025
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-06""}",2,99,5,0,0.4887,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.296342
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-07""}",2,95,3,0,0.5093,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.296658
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-08""}",2,106,5,0,0.5331,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.296976
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-09""}",2,98,5,0,0.4812,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.297294
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-10""}",2,98,5,0,0.5058,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.297611
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-01""}",3,89,5,0,0.5279,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.297967
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-02""}",3,106,5,0,0.6583,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.298286
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-03""}",3,103,3,0,0.509,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.298604
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-04""}",3,100,5,0,0.5199,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.298922
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-05""}",3,92,3,0,0.6086,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.299239
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-06""}",3,99,5,0,0.5233,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.299557
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-07""}",3,95,3,0,0.6203,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.299875
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-08""}",3,106,5,0,0.5208,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.300439
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-09""}",3,98,5,0,0.5035,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.300815
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-10""}",3,98,5,0,0.5122,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.301142
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-01""}",4,89,5,0,0.5367,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.301471
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-02""}",4,106,5,0,0.7139,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.301793
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-03""}",4,103,3,0,0.5169,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.302112
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-04""}",4,100,5,0,0.4817,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.302430
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-05""}",4,92,3,0,0.5887,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.302749
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-06""}",4,99,5,0,0.5331,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.303067
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-07""}",4,95,3,0,0.4753,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.303384
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-08""}",4,106,5,0,0.4174,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.303701
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-09""}",4,98,5,0,0.4976,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.304018
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-10""}",4,98,5,0,0.5115,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.304337
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-01""}",5,89,5,0,0.4656,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.304655
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-02""}",5,106,5,0,0.6391,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.304972
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-03""}",5,103,3,0,0.5132,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.305289
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-04""}",5,100,5,0,0.5034,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.305607
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-05""}",5,92,3,0,0.6416,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.305925
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-06""}",5,99,5,0,0.4897,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.306241
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-07""}",5,95,3,0,0.545,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.306557
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-08""}",5,106,5,0,0.5393,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.306873
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-09""}",5,98,5,0,0.5027,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.307191
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.5, ""caso"": ""CASE-10""}",5,98,5,0,0.5899,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.307509
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-01""}",1,89,5,0,0.4779,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.308031
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-02""}",1,106,5,0,0.5961,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.308354
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-03""}",1,103,3,0,0.4712,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.308781
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-04""}",1,100,5,0,0.5031,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.309102
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-05""}",1,92,3,0,0.5935,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.309423
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-06""}",1,99,5,0,0.5135,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.309741
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-07""}",1,95,3,0,0.4759,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.310172
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-08""}",1,106,5,0,0.416,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.310620
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-09""}",1,98,5,0,0.5373,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.311010
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-10""}",1,98,5,0,0.5668,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.311331
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-01""}",2,89,5,0,0.5531,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.311674
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-02""}",2,106,5,0,0.5923,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.312005
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-03""}",2,103,3,0,0.5479,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.312331
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-04""}",2,100,5,0,0.5053,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.312665
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-05""}",2,92,3,0,0.5841,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.313001
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-06""}",2,99,5,0,0.5321,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.313334
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-07""}",2,95,3,0,0.5272,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.313669
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-08""}",2,106,5,0,0.6673,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.313999
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-09""}",2,98,5,0,0.5773,RESOURCE_EXHAUSTION,False,1.8e-05,2026-09-19T11:44:49.314325
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-10""}",2,98,5,0,0.6025,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.314651
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-01""}",3,89,5,0,0.4777,RESOURCE_EXHAUSTION,False,1.6e-05,2026-09-19T11:44:49.314975
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-02""}",3,106,5,0,0.6373,SECURITY_BREACH,True,1.9e-05,2026-09-19T11:44:49.315299
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-03""}",3,103,3,0,0.4748,NETWORK_PARTITION,True,1.7e-05,2026-09-19T11:44:49.315625
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-04""}",3,100,5,0,0.4965,RESOURCE_EXHAUSTION,True,1.8e-05,2026-09-19T11:44:49.315950
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-05""}",3,92,3,0,0.6457,DATABASE_OUTAGE,True,1.6e-05,2026-09-19T11:44:49.316276
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-06""}",3,99,5,0,0.4848,SECURITY_BREACH,True,1.8e-05,2026-09-19T11:44:49.316609
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-07""}",3,95,3,0,0.5569,NETWORK_PARTITION,True,1.6e-05,2026-09-19T11:44:49.317031
propietario_economico,"{""parte"": ""2.b"", ""temperature"": 0.3, ""top_p"": 0.9, ""caso"": ""CASE-08""}",3,106,5,0,0.4342,RESOURCE_EXHAUSTION,True,1.9e-05,2026-09-19T11:44:49.317375
